Date,Store ID,Product ID,Units Sold,Sales Amount,Discount Applied,Customer Segment
2024-11-02,S018,,,2512.39,13.56,New
20/11/2024,S047,P070,113.0,1792.22,17.7,New
2024-11-01,S011,P007,70.0,2274.15,15.51,New
15/11/2024,S016,P019,106.0,557.96,7.81,Premium
,S026,P036,189.0,,15.52,Premium
01/11/2024,S027,,61.0,4899.27,17.85,Premium
28/11/2024,S013,P016,25.0,2806.12,9.9,Premium
19/11/2024,S016,,49.0,3478.89,,Premium
11-18-2024,S023,P095,170.0,4850.34,13.46,Regular
03/11/2024,S008,P034,28.0,3973.16,10.88,New
11-09-2024,S011,P038,83.0,1741.05,,Regular
12/11/2024,S048,P099,132.0,586.66,10.83,Regular
2024-11-26,S047,P052,128.0,2005.42,0.84,Premium
11-04-2024,S023,P031,,625.58,13.21,Regular
2024-11-14,S027,P005,29.0,1115.23,12.88,Premium
11-05-2024,S002,P012,79.0,2330.5,6.76,Premium
20/11/2024,S037,,99.0,1816.32,16.56,Premium
18/11/2024,S016,P071,164.0,,2.32,New
11-29-2024,S012,P006,157.0,2394.79,5.82,Premium
11-12-2024,S016,P066,123.0,4938.42,2.86,New
11-19-2024,S022,P090,57.0,1216.4,15.54,New
06/11/2024,S050,P004,89.0,782.54,17.55,Premium
2024-11-11,S046,P073,171.0,1236.41,8.91,New
11-15-2024,S020,P053,200.0,2937.37,2.77,Premium
2024-11-03,S010,P062,184.0,703.51,11.86,Premium
17/11/2024,S037,P064,40.0,878.3,0.43,New
04/11/2024,S002,P062,136.0,3444.12,3.36,Regular
2024-11-07,S045,,27.0,2799.4,,Premium
14/11/2024,S046,P004,154.0,3165.86,12.92,Premium
2024-11-25,S023,P025,104.0,1908.74,10.72,Regular
05/11/2024,S039,P053,145.0,4121.33,12.57,Regular
14/11/2024,S048,P012,126.0,130.74,6.63,Regular
23/11/2024,S043,,84.0,2289.29,18.26,Premium
2024-11-26,S031,P059,94.0,2563.2,,New
2024-11-20,S008,,6.0,,10.16,
11-23-2024,S046,P024,66.0,594.91,18.07,New
03/11/2024,S024,P059,91.0,,11.79,Premium
2024-11-14,S040,P034,126.0,4763.19,19.25,New
11-24-2024,S038,P084,177.0,2687.07,9.21,New
12/11/2024,S001,P067,118.0,2868.7,15.13,Premium
11-20-2024,S001,P051,122.0,203.93,15.52,Premium
11-13-2024,S048,P040,99.0,2101.01,12.52,Premium
2024-11-07,S033,P001,69.0,4952.02,,Regular
11-03-2024,S019,P086,143.0,1841.53,11.67,Premium
2024-11-09,S042,P019,137.0,4485.57,1.6,New
11-27-2024,S044,P087,112.0,2998.32,,Premium
11-30-2024,S040,,47.0,2048.98,17.79,Premium
26/11/2024,S005,P047,,406.63,0.62,Premium
,S001,P003,200.0,2421.49,15.93,Regular
14/11/2024,S001,P032,115.0,4717.75,11.66,New
2024-11-13,S010,,39.0,4864.92,8.66,Premium
11-08-2024,S001,P048,,4287.15,11.6,Regular
,S018,P068,151.0,542.03,6.43,New
11-21-2024,S022,P076,72.0,525.27,6.22,Premium
17/11/2024,S018,P069,133.0,2588.34,9.43,New
04/11/2024,S029,P001,20.0,4194.24,4.2,New
11-05-2024,S006,P037,89.0,4774.98,17.45,Regular
11-05-2024,S026,P004,,389.21,1.75,New
11-10-2024,,P087,89.0,2238.37,,Premium
,S023,P073,157.0,2580.27,5.4,New
2024-11-01,S041,P028,174.0,3786.57,10.49,New
11-14-2024,S010,P017,53.0,4573.23,,New
2024-11-27,S049,P029,17.0,2162.25,9.33,Premium
02/11/2024,S014,P066,186.0,4540.3,9.26,Premium
,S026,P026,,2532.71,10.48,Premium
11-08-2024,S040,P093,35.0,2361.68,0.03,Premium
24/11/2024,S040,P017,27.0,3591.82,19.25,Premium
15/11/2024,S003,P010,80.0,463.14,9.66,Premium
,S027,P070,20.0,3289.05,17.24,New
11-24-2024,S046,P017,32.0,4597.36,15.86,New
04/11/2024,S021,P041,172.0,1135.07,3.4,Regular
11-25-2024,S015,P075,123.0,3767.05,,Regular
,S038,P050,139.0,4281.5,0.57,New
11-12-2024,S028,P052,182.0,475.49,4.79,New
16/11/2024,S012,P082,87.0,4209.14,17.31,Premium
11-10-2024,S013,P031,163.0,3552.49,12.76,Premium
2024-11-17,S018,P099,33.0,3821.79,6.88,
11/11/2024,S022,P027,61.0,2754.74,8.37,New
17/11/2024,S008,P059,122.0,4231.88,4.87,New
06/11/2024,S019,P029,18.0,998.07,17.85,Premium
22/11/2024,S043,P048,102.0,3972.03,13.72,Premium
2024-11-06,,P091,149.0,187.51,4.52,New
11-02-2024,S028,P057,28.0,1269.5,5.91,Premium
,S018,P067,8.0,4180.77,14.87,
11-29-2024,S049,P054,165.0,1753.33,14.74,Premium
27/11/2024,S032,P056,166.0,4755.46,1.39,Premium
06/11/2024,S018,P026,90.0,2973.69,1.48,Premium
11-21-2024,S020,P062,70.0,358.43,8.54,New
11-18-2024,S030,P055,134.0,4991.76,4.12,Premium
05/11/2024,S025,P068,179.0,23191.24345897005,8.0,Regular
05/11/2024,,P056,62.0,1288.34,2.87,Regular
2024-11-24,S018,P094,,4274.34,14.47,Regular
28/11/2024,S026,P078,140.0,3036.07,3.3,New
25/11/2024,S033,P089,48.0,3858.69,14.38,Premium
2024-11-11,S027,P019,112.0,1163.14,8.18,New
10/11/2024,S050,P068,150.0,4884.92,12.03,
2024-11-04,,P012,190.0,,16.34,New
2024-11-15,S032,P069,123.0,157.32,5.06,Regular
2024-11-02,S014,P100,171.0,1794.07,5.07,Regular
2024-11-07,S017,P069,159.0,825.53,2.09,Premium
,S041,P022,172.0,,18.69,Premium
11-19-2024,S029,P003,,1918.02,2.96,New
07/11/2024,S012,P037,1.0,2049.23,4.61,Regular
11-05-2024,S008,P009,182.0,2810.29,10.91,New
10/11/2024,S018,P069,43.0,4300.95,11.06,Premium
23/11/2024,S028,P015,80.0,4068.96,8.93,Premium
2024-11-23,S034,P080,191.0,1768.07,5.25,Premium
2024-11-16,S005,P051,145.0,4363.35,11.26,Regular
11-24-2024,S002,P036,96.0,2754.49,,Premium
02/11/2024,S042,P012,94.0,3896.04,3.23,New
11-24-2024,S027,P022,69.0,1587.2,2.58,Premium
11-18-2024,S039,P038,129.0,4964.08,,New
19/11/2024,S007,P032,,903.68,15.21,Premium
25/11/2024,S033,P041,117.0,363.25,8.11,Premium
2024-11-05,S023,P013,63.0,3504.31,13.47,Regular
,S001,P021,50.0,1860.08,19.39,Premium
2024-11-24,S010,P069,,4219.54,9.13,Regular
02/11/2024,S009,P044,83.0,2485.22,12.93,Regular
11-19-2024,S036,P071,66.0,1579.43,17.42,New
2024-11-05,S033,P004,42.0,4888.92,5.85,New
06/11/2024,S036,P057,6.0,1849.99,4.59,Premium
,S002,P082,75.0,,,Premium
11-26-2024,S028,P075,160.0,,7.52,Regular
18/11/2024,S029,P061,193.0,2146.78,13.72,Premium
2024-11-27,S029,P082,161.0,4706.66,12.27,New
2024-11-29,S034,P049,123.0,3611.61,6.67,Regular
2024-11-18,S028,P090,4.0,4309.81,,Premium
2024-11-18,S004,P044,181.0,1645.51,8.31,New
11-22-2024,S039,P064,12.0,4248.56,3.38,Premium
2024-11-04,S043,P077,99.0,509.93,,Regular
11-20-2024,S022,P019,75.0,2067.4,8.78,Premium
2024-11-22,S021,P037,192.0,1469.35,16.95,Regular
2024-11-24,S039,P029,91.0,2213.12,16.36,New
14/11/2024,S003,P013,180.0,3186.48,14.26,Regular
2024-11-13,S006,P014,143.0,2400.99,15.11,Premium
01/11/2024,S007,P078,157.0,2284.51,3.61,Regular
14/11/2024,S036,P080,158.0,2108.79,18.14,Premium
08/11/2024,S018,P062,5.0,,17.32,New
2024-11-13,S049,P092,22.0,1861.54,11.11,Premium
,S018,P050,176.0,3878.09,13.02,Regular
11-06-2024,S004,P048,119.0,678.29,,Regular
,S016,P021,84.0,865.86,2.55,New
2024-11-02,S021,P001,4.0,2284.18,18.13,Premium
2024-11-27,S036,P094,101.0,3036.14,1.63,Premium
2024-11-19,S010,P001,143.0,,6.91,Regular
11-10-2024,S048,P015,73.0,3947.25,1.21,New
11-18-2024,S013,P084,179.0,4248.53,1.3,Regular
2024-11-04,S032,P005,80.0,3507.5,5.34,Regular
11-19-2024,,P057,80.0,3571.97,19.48,Regular
2024-11-18,S007,P040,5.0,2813.46,18.91,Regular
14/11/2024,S022,P064,115.0,4642.11,2.03,Regular
2024-11-21,S039,P087,,756.55,2.87,New
11-22-2024,S028,P059,41.0,4535.26,8.4,Regular
2024-11-09,S039,P011,181.0,3739.79,16.87,Regular
2024-11-29,S034,P005,5.0,1476.77,0.03,New
17/11/2024,S027,P046,2.0,4531.01,17.4,Premium
2024-11-29,S007,P013,170.0,4746.64,1.97,Regular
11-11-2024,S005,P100,37.0,3552.71,8.3,Premium
07/11/2024,S008,P048,79.0,1469.29,15.34,New
09/11/2024,S050,P082,136.0,1048.26,,New
11-19-2024,S015,P084,46.0,4803.96,,Premium
15/11/2024,S035,P091,29.0,1013.05,19.71,Premium
2024-11-27,S048,P095,148.0,1940.13,7.14,Regular
11-14-2024,S023,P060,164.0,2279.81,,New
,S011,P076,33.0,538.79,8.22,New
24/11/2024,S013,P056,157.0,2259.43,5.49,New
18/11/2024,,P097,155.0,1545.94,15.73,New
10/11/2024,S003,P019,151.0,2837.93,15.6,Premium
2024-11-22,S038,P004,33.0,,2.45,Regular
11-19-2024,S018,P010,140.0,1995.96,15.5,Regular
2024-11-26,S017,P090,115.0,4625.42,14.59,New
11-11-2024,S012,P003,194.0,4221.06,,New
11-28-2024,S038,P082,78.0,3658.43,15.86,Premium
,S013,P033,66.0,4953.87,17.07,Regular
11/11/2024,S011,P055,51.0,3482.87,12.51,New
2024-11-10,S032,P095,188.0,4757.64,10.86,Premium
11-30-2024,S014,P095,157.0,3784.72,8.74,Regular
2024-11-20,,P003,197.0,3417.84,2.9,
28/11/2024,S033,P074,49.0,2860.95,9.66,Regular
11-14-2024,S038,P018,,4146.87,13.63,Premium
2024-11-06,S041,P094,15.0,4468.65,,New
13/11/2024,S010,P013,67.0,1386.31,13.96,New
2024-11-18,S049,P064,91.0,771.13,2.31,Regular
2024-11-03,S031,P048,7.0,4328.51,0.33,New
11-12-2024,S017,P008,100.0,1145.46,7.03,New
2024-11-17,S030,P088,83.0,1798.19,7.65,
11-10-2024,S024,P050,130.0,1143.63,14.48,Premium
,S012,P068,64.0,2322.92,1.86,New
2024-11-05,S042,P080,66.0,3397.45,,Regular
19/11/2024,S033,P059,166.0,4640.76,2.4,Regular
12/11/2024,S034,P023,95.0,3291.09,6.18,New
11-18-2024,S035,P023,92.0,1229.56,1.39,Regular
2024-11-19,S018,P050,26.0,4502.83,6.75,Regular
11-11-2024,S041,P036,158.0,1048.85,,Premium
03/11/2024,,P041,60.0,669.33,,Regular
29/11/2024,S017,P042,78.0,3879.91,11.8,New
11-06-2024,S047,P041,21.0,4556.72,3.32,New
11/11/2024,S042,P015,76.0,,14.44,Premium
11-08-2024,S038,P045,154.0,,18.18,New
,S006,P018,122.0,1042.51,8.68,New
17/11/2024,,P081,114.0,616.81,0.34,
15/11/2024,S006,P009,11.0,4129.51,13.29,Premium
,S045,P040,98.0,4765.4,,New
11-24-2024,S043,P043,21.0,713.97,8.74,
03/11/2024,S046,P039,187.0,1875.46,15.02,Regular
2024-11-01,S019,P009,31.0,,7.45,New
11-09-2024,S039,P095,77.0,4248.69,9.71,Regular
11-05-2024,S031,P079,109.0,2200.5,11.71,Regular
29/11/2024,S004,P054,,1417.65,16.68,Regular
10/11/2024,S019,P066,200.0,3040.29,17.82,New
11-14-2024,S038,P069,34.0,,10.56,Regular
11-27-2024,S002,P077,52.0,177.6,4.78,Premium
2024-11-12,S043,P064,52.0,3645.94,16.66,New
2024-11-12,S037,P100,119.0,279.07,12.23,Regular
2024-11-25,S040,P068,53.0,4601.4,18.71,New
11-25-2024,S002,,48.0,4977.1,8.62,New
2024-11-21,S037,P005,52.0,4557.39,8.65,
11/11/2024,S015,P080,72.0,800.62,12.77,Regular
2024-11-28,,P026,95.0,2728.05,7.34,Regular
,S003,P089,73.0,1347.96,6.33,Premium
21/11/2024,S023,P056,114.0,3010.97,12.76,New
11-09-2024,S047,P045,20.0,,,Premium
2024-11-01,S036,P012,56.0,2304.38,12.82,New
11-15-2024,S031,P052,156.0,1589.47,7.65,Regular
30/11/2024,S021,P001,153.0,1782.92,13.9,New
,S023,P060,31.0,676.76,3.73,Premium
11-04-2024,S022,P033,40.0,2535.17,,
11-14-2024,S019,P010,10.0,1390.1,14.54,
25/11/2024,S036,P040,151.0,3221.53,19.13,New
06/11/2024,S021,P023,158.0,4251.62,7.31,New
2024-11-13,S038,P016,58.0,2509.16,,Premium
11-25-2024,S011,P006,147.0,1076.39,19.53,Premium
,S043,P010,60.0,,,New
2024-11-26,S047,P019,43.0,1172.56,1.74,Regular
04/11/2024,S027,P047,88.0,522.2,6.3,
11-05-2024,S007,,76.0,2845.63,2.58,New
2024-11-26,S041,P083,184.0,2543.43,4.84,
2024-11-15,S043,P079,148.0,1542.71,16.39,New
11-16-2024,S038,P061,11.0,3435.15,11.45,New
27/11/2024,S004,P046,109.0,1271.69,12.91,New
2024-11-22,S013,P087,41.0,797.2,19.65,Regular
2024-11-07,S013,P075,149.0,3972.03,5.01,New
11-23-2024,S003,P058,73.0,2204.19,15.46,New
15/11/2024,S013,P097,165.0,199.85,19.03,Premium
11-09-2024,S037,P095,181.0,2275.06,4.46,
05/11/2024,S036,,76.0,3352.16,2.13,Premium
2024-11-01,S034,P002,68.0,4565.54,15.2,Regular
14/11/2024,S006,P095,,714.04,1.88,Premium
2024-11-09,S037,P032,44.0,975.54,8.23,Premium
28/11/2024,S002,P064,188.0,17.18,6.0,Premium
08/11/2024,S003,P074,13.0,160.5,12.53,Regular
,S009,P045,138.0,1544.15,7.66,Premium
28/11/2024,S010,P090,3.0,2714.63,13.06,Premium
11-14-2024,S040,P049,140.0,253.34,12.69,Regular
2024-11-23,S009,P015,13.0,1237.17,14.47,Premium
2024-11-28,S048,P037,53.0,215.44,16.24,Regular
11-11-2024,S041,P100,114.0,3512.66,10.54,Premium
11-16-2024,S005,P094,89.0,4893.59,9.77,
11-21-2024,S035,P081,187.0,1325.69,,New
11-27-2024,S010,P072,70.0,4322.09,6.91,New
2024-11-24,S022,P060,124.0,3979.77,,Regular
20/11/2024,S030,P066,110.0,4353.06,2.83,Regular
11-30-2024,S022,P026,192.0,3215.72,12.01,Regular
2024-11-01,S049,P092,121.0,54.95,10.04,Premium
11-16-2024,S028,P013,149.0,2166.06,3.87,Premium
11-27-2024,S037,P056,137.0,1867.57,1.19,New
,S048,P009,,1494.02,0.59,Premium
2024-11-15,S012,P063,75.0,662.67,3.88,Regular
28/11/2024,,P071,49.0,2360.08,1.59,New
2024-11-29,S017,P031,71.0,2526.09,7.51,Regular
29/11/2024,S011,P012,167.0,1203.18,7.69,Premium
11-04-2024,S018,P086,153.0,3349.01,5.15,New
2024-11-26,S029,P098,65.0,3882.18,6.39,Regular
11-18-2024,S047,P068,15.0,3689.62,11.52,Premium
2024-11-12,S018,P087,158.0,624.65,5.83,
2024-11-26,S010,P053,119.0,1368.15,3.39,New
,S018,P047,179.0,2571.75,3.26,Premium
18/11/2024,S009,P037,30.0,1835.73,18.4,Premium
2024-11-09,S018,P058,144.0,2075.01,18.93,Regular
2024-11-30,S039,P072,114.0,4268.42,15.52,Premium
,S004,P030,32.0,497.11,12.95,Regular
2024-11-05,S012,P014,23.0,3367.08,14.25,Premium
24/11/2024,S024,P055,140.0,,7.69,Regular
11-09-2024,S038,P048,97.0,2570.29,19.86,Regular
06/11/2024,S001,P082,182.0,558.01,2.03,New
11-28-2024,S035,P027,117.0,1124.36,19.45,Premium
02/11/2024,S019,,187.0,1836.19,14.75,New
2024-11-04,S017,P072,77.0,293.74,5.53,New
2024-11-11,S029,P064,,4438.93,,Premium
11-23-2024,S005,P079,101.0,2339.75,7.7,New
11-14-2024,S004,P062,172.0,,10.99,Regular
11-11-2024,S020,P100,170.0,3048.7,15.7,Regular
01/11/2024,S049,P070,105.0,689.12,15.3,Regular
2024-11-20,S033,P039,172.0,3752.47,5.84,Premium
11-01-2024,S021,P010,152.0,,16.16,Regular
26/11/2024,S008,P002,142.0,3052.01,10.98,Premium
11-13-2024,S026,P047,172.0,4266.94,3.22,Premium
15/11/2024,S012,P031,172.0,4679.73,13.4,Premium
11-17-2024,S028,P099,54.0,4933.18,0.88,Regular
25/11/2024,S048,P063,77.0,2955.24,16.44,New
2024-11-21,S048,P067,192.0,2442.96,16.26,New
11-03-2024,S004,P065,37.0,3404.85,3.39,New
11-04-2024,S009,P046,193.0,,17.75,Regular
2024-11-02,S006,P082,179.0,2477.69,,New
2024-11-13,S021,P055,9.0,4766.15,4.61,Regular
2024-11-19,S050,P001,126.0,888.21,,Premium
2024-11-25,S025,P046,179.0,2833.75,16.99,Premium
2024-11-08,S048,P070,116.0,846.39,,New
11-12-2024,S005,,152.0,1141.11,17.41,New
11-19-2024,S029,P020,198.0,3617.27,1.34,Premium
2024-11-06,S013,P060,24.0,4600.57,,Premium
2024-11-18,S033,P006,36.0,3903.29,,Regular
2024-11-05,S013,P068,168.0,2794.88,17.54,Premium
,S018,P085,184.0,2339.32,17.22,Premium
24/11/2024,S049,P026,12.0,4371.96,7.6,New
30/11/2024,S041,P094,121.0,811.32,11.67,Premium
,S010,P071,160.0,439.89,12.21,New
11-07-2024,S027,P019,194.0,392.46,15.08,New
06/11/2024,S005,P070,24.0,1919.16,,Premium
11-30-2024,S013,,189.0,4801.14,5.18,Premium
30/11/2024,S020,P040,148.0,4815.86,,
15/11/2024,S049,P015,87.0,3728.82,12.07,Premium
11-24-2024,S046,P050,42.0,443.97,16.42,New
2024-11-30,S034,P071,166.0,2244.07,7.21,Premium
2024-11-04,S016,P030,60.0,,0.88,New
01/11/2024,S038,P080,115.0,4483.73,6.34,
2024-11-15,S006,P051,163.0,3772.67,9.99,Regular
2024-11-18,S019,P094,92.0,1328.35,8.23,Premium
11-23-2024,S039,P061,1.0,2768.41,13.61,New
26/11/2024,S001,P100,157.0,3316.97,4.39,New
11-18-2024,S031,,9.0,799.09,17.21,Premium
24/11/2024,S010,,136.0,364.0,11.72,Premium
2024-11-20,S006,P021,160.0,1121.7,0.89,New
2024-11-28,S030,P009,145.0,1406.35,10.11,New
,S044,P049,196.0,4445.38,15.63,Regular
2024-11-12,S010,P077,130.0,3614.99,13.65,New
19/11/2024,S045,P013,30.0,4089.5,15.07,New
11-22-2024,S016,P002,121.0,815.19,6.13,New
2024-11-08,S024,P005,112.0,1805.57,1.88,Premium
2024-11-10,S035,P013,14.0,3788.64,19.47,Regular
2024-11-11,,P098,197.0,3821.02,2.33,Premium
01/11/2024,S040,P089,63.0,,19.08,Regular
11-13-2024,S006,P021,47.0,3633.77,,Premium
02/11/2024,S045,P032,149.0,4862.9,9.58,New
11-16-2024,S041,P088,119.0,4881.72,13.81,Premium
11-22-2024,S017,P079,85.0,713.79,2.94,Premium
2024-11-18,S044,,78.0,453.31,,Premium
11-14-2024,S037,P067,79.0,4100.4,6.57,
06/11/2024,S044,P037,85.0,3769.17,16.71,Premium
11-13-2024,S009,P003,194.0,467.13,18.31,New
2024-11-15,S005,P020,182.0,1256.27,5.12,Regular
2024-11-24,S041,P082,32.0,933.33,19.96,Regular
15/11/2024,S013,P074,151.0,3136.31,18.6,New
14/11/2024,S022,P049,174.0,4103.97,3.81,New
2024-11-11,S043,P001,141.0,,2.95,Premium
11-16-2024,S008,P016,8.0,4547.88,,Regular
11-18-2024,S017,P017,25.0,,0.65,Regular
2024-11-21,S013,P069,190.0,2196.64,,New
11-13-2024,S036,P058,80.0,3910.96,12.64,Premium
09/11/2024,S050,P095,132.0,2289.49,17.6,Regular
2024-11-27,S032,P050,32.0,3297.54,,New
2024-11-17,S015,P064,2.0,4167.67,12.1,Premium
2024-11-19,S013,P027,130.0,152.64,10.19,New
11-23-2024,S012,P003,71.0,2546.15,4.81,Regular
2024-11-10,S041,P056,146.0,2743.58,11.58,Premium
17/11/2024,S003,P072,88.0,1408.35,19.64,Regular
26/11/2024,S016,P011,75.0,816.89,7.52,Regular
01/11/2024,S002,P088,55.0,835.66,5.84,Regular
10/11/2024,,P045,53.0,205.11,10.17,Regular
2024-11-11,S040,,7.0,2913.13,9.54,Regular
04/11/2024,S032,P087,131.0,95.82,3.21,Regular
2024-11-02,S033,P092,10.0,1380.73,5.15,New
11-02-2024,S010,P005,143.0,1380.24,15.72,New
11-22-2024,S024,P028,48.0,1246.36,14.45,Premium
11-13-2024,S033,P098,189.0,4225.52,1.6,Regular
2024-11-01,S045,P065,196.0,403.52,,
03/11/2024,S010,P021,91.0,1261.77,10.06,Regular
02/11/2024,S028,P056,81.0,428.88,16.22,Regular
03/11/2024,S032,P059,18.0,1317.74,7.82,Premium
11-23-2024,S024,P044,192.0,1261.37,9.83,Premium
24/11/2024,S007,P054,113.0,4827.91,2.71,New
2024-11-30,S049,P063,79.0,4974.09,10.05,New
13/11/2024,S004,P085,76.0,3220.57,5.79,Premium
,S017,P079,102.0,71.85,9.47,New
2024-11-28,S010,P016,122.0,277.75,16.71,New
20/11/2024,S012,P020,193.0,3109.14,19.59,New
,S038,P004,138.0,4479.21,1.26,Premium
20/11/2024,S037,P057,143.0,2032.09,17.56,New
2024-11-14,S002,P029,91.0,2347.88,18.52,Premium
28/11/2024,S034,P078,130.0,3560.74,8.54,Premium
2024-11-26,S033,P099,16.0,1701.85,9.75,New
12/11/2024,S027,P002,191.0,202.43,18.11,Regular
16/11/2024,S029,P072,12.0,2467.01,5.19,Premium
25/11/2024,S025,P025,15.0,1367.18,1.79,New
07/11/2024,,P029,35.0,946.42,17.88,
2024-11-09,S021,P033,51.0,2288.32,0.13,Premium
18/11/2024,S046,P028,150.0,4199.56,14.83,
,S046,P029,68.0,2480.21,9.52,Regular
11-08-2024,S039,P030,192.0,873.29,10.91,New
09/11/2024,S036,P028,77.0,1011.22,6.35,Regular
2024-11-14,S003,P081,52.0,1117.43,7.2,Premium
25/11/2024,S024,P072,79.0,1747.58,0.48,New
,S003,P014,195.0,1329.48,8.3,New
11-29-2024,S031,,,3992.43,,New
,S042,P082,75.0,3913.33,14.78,Premium
11-27-2024,S030,P062,1.0,316.05,6.71,Regular
2024-11-07,S035,P049,154.0,2020.93,8.63,Regular
06/11/2024,S040,P003,121.0,2306.3,7.43,Premium
20/11/2024,S018,P017,53.0,3052.95,7.19,New
11-03-2024,S005,P002,62.0,4683.74,6.66,Premium
13/11/2024,S014,P037,105.0,3050.15,16.64,New
,S018,P008,41.0,2583.54,18.6,Regular
2024-11-07,S002,P086,118.0,2587.47,12.55,New
2024-11-20,S033,,157.0,675.2,17.29,Regular
2024-11-10,S011,P026,98.0,2841.42,12.54,Premium
11-16-2024,S010,P021,65.0,1934.64,10.64,Premium
11-29-2024,S017,P029,137.0,3945.99,13.95,New
11-14-2024,S009,P092,,2117.06,16.45,Regular
03/11/2024,S028,P069,68.0,1305.45,8.38,New
11-11-2024,S047,P073,,2922.06,3.1,Regular
11-11-2024,S028,P010,128.0,298.6,2.72,Premium
11-23-2024,S012,P056,168.0,4022.66,12.98,New
22/11/2024,S046,P081,14.0,710.95,4.75,Regular
2024-11-19,,P027,33.0,4817.54,6.32,New
11-15-2024,S028,P042,,4781.03,11.02,Premium
,S025,P067,190.0,2111.27,12.15,Regular
11-13-2024,S042,P027,64.0,3194.34,6.22,Regular
27/11/2024,S003,,169.0,445.07,10.57,Regular
2024-11-04,S005,P022,38.0,2652.76,3.27,New
2024-11-02,S008,P002,65.0,3097.28,12.95,New
28/11/2024,S027,P049,152.0,521.93,8.88,New
2024-11-03,S048,P087,47.0,4433.88,8.4,New
15/11/2024,S002,P098,62.0,990.9,18.41,Premium
11-06-2024,S016,P006,142.0,2236.94,18.83,Regular
11-28-2024,S007,P068,167.0,804.69,3.52,New
,S021,P052,176.0,2566.62,8.0,Regular
,S016,P083,151.0,2899.17,,New
2024-11-13,S041,,48.0,4402.02,3.55,New
2024-11-22,S023,P100,62.0,2568.46,17.41,Premium
04/11/2024,S031,P055,93.0,3877.37,15.9,New
11-26-2024,S007,,,4303.6,9.07,New
2024-11-27,S002,P023,103.0,2566.57,,Premium
2024-11-06,S036,P051,103.0,2433.63,16.15,Regular
09/11/2024,S014,P005,183.0,1468.83,9.05,Regular
17/11/2024,S045,P094,,,,Regular
2024-11-21,S021,P022,25.0,675.66,9.59,Regular
23/11/2024,S049,P006,63.0,4246.65,14.48,Regular
29/11/2024,S029,P048,60.0,2453.71,11.75,Regular
2024-11-14,S049,P078,85.0,4095.16,3.46,Regular
2024-11-04,S038,P023,172.0,684.67,11.8,Regular
09/11/2024,S004,P098,137.0,1663.58,0.49,Regular
2024-11-05,S040,P091,29.0,2510.76,4.46,New
24/11/2024,S012,P007,184.0,788.12,8.45,Regular
11-12-2024,S034,P090,26.0,2102.36,10.1,New
11-16-2024,S002,P082,184.0,3387.71,6.72,New
11-13-2024,S014,P032,44.0,1054.77,12.15,New
11/11/2024,S002,P007,14.0,3723.12,3.84,New
11-27-2024,S005,P066,57.0,1354.77,7.17,New
,S019,P053,198.0,4321.93,1.13,Premium
11-05-2024,S048,P039,107.0,2134.87,8.31,New
2024-11-05,S046,P063,88.0,4694.21,19.73,Regular
12/11/2024,S015,P057,,2279.27,,Premium
11-04-2024,S027,P060,73.0,2902.86,5.83,Regular
09/11/2024,S042,P041,77.0,655.5,12.04,
14/11/2024,,P048,145.0,3568.9,16.99,New
11-06-2024,S035,P018,40.0,4999.46,15.25,New
2024-11-06,S028,P036,89.0,743.06,0.35,New
30/11/2024,S049,P084,192.0,697.54,,Premium
11-09-2024,S017,P043,28.0,2267.39,0.62,Premium
2024-11-10,S022,P004,83.0,3221.87,4.82,Premium
2024-11-22,S028,P066,77.0,2605.68,7.83,Regular
11-10-2024,S043,P006,61.0,4660.16,16.83,New
11-05-2024,S028,P037,162.0,4026.46,0.44,Premium
,S002,P094,116.0,1284.19,4.67,New
02/11/2024,S037,P076,120.0,630.22,,Regular
11-26-2024,S004,P069,181.0,3092.57,7.68,Premium
11-04-2024,S045,P072,92.0,1559.01,9.73,Regular
11-11-2024,S023,P029,159.0,1288.34,9.48,New
11-03-2024,S018,P033,42.0,2437.73,15.68,Regular
29/11/2024,S029,P016,150.0,4247.8,8.27,Premium
2024-11-10,S048,P081,143.0,347.84,17.28,Premium
11-01-2024,S048,P015,130.0,2320.06,10.47,Regular
2024-11-20,S022,P045,39.0,2942.73,9.41,New
05/11/2024,S034,P023,127.0,1138.5,6.77,Regular
23/11/2024,S039,P056,81.0,4998.28,10.64,New
2024-11-05,S017,P037,114.0,3742.94,2.9,New
11-15-2024,,P073,35.0,2528.39,19.95,Regular
20/11/2024,S036,P002,51.0,335.98,4.51,Regular
2024-11-11,S032,P090,156.0,1149.49,4.72,
2024-11-25,S042,P037,36.0,2909.95,1.56,Regular
14/11/2024,S040,P008,,3392.55,3.13,New
11-07-2024,S041,P074,33.0,473.74,16.89,Regular
11-20-2024,S005,P002,24.0,2779.44,17.81,Premium
11-03-2024,S015,P091,42.0,3437.4,17.72,Premium
2024-11-02,S034,P068,189.0,2997.62,6.93,Regular
2024-11-30,S050,P039,195.0,3871.77,,Premium
2024-11-17,S033,P086,64.0,3713.09,16.18,New
2024-11-29,S011,P031,53.0,,10.04,Regular
2024-11-12,S035,P037,62.0,1568.52,17.78,New
11-10-2024,S030,P052,139.0,1906.29,1.03,Regular
2024-11-02,S018,P061,113.0,167.2,0.78,Premium
2024-11-09,S023,P096,,710.27,5.16,Premium
2024-11-29,S011,P062,191.0,3083.61,8.34,Regular
